college,course,quota,category,min_rank,cutoff_rank
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,EWS,12052,12052
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,General,10642,10642
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC,12732,12732
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.D. (PAEDIATRICS),AI,OBC,8534,8534
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.D. (PAEDIATRICS),AI,SC,26630,26630
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.D. (PAEDIATRICS),AI,ST,46649,46649
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,AI,EWS,34594,34594
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.D. (PSYCHIATRY),AI,OBC,24978,24978
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,EWS,15877,15877
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),AI,General,11405,11405
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.S. (GENERAL SURGERY),AI,EWS,14493,14493
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.S. (GENERAL SURGERY),AI,General,11329,11329
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.S. (OPHTHALMOLOGY),AI,General,18591,21120
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.S. (ORTHOPAEDICS),AI,General,14766,14766
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",M.S. (ORTHOPAEDICS),AI,OBC,15149,15149
"ACSR GOVERNMENT MEDICAL COLLEGE,NELLORE,Opp. AC Subbareddy Stadium Dargamitta Nellore, SPSR Nellore district, Andhra Pradesh., Andhra Pradesh, 524004",MD/MS (Anatomy),AI,OBC,110762,110762
"ADK Jain Eye Hospital, Uttar Pradesh",(NBEMS) OPHTHALMOLOGY,AD,General,22571,22571
AIG Hospital,(NBEMS) Emergency Medicine,AD,General,11271,14298
AIG Hospital,(NBEMS) GENERAL MEDICINE,AD,EWS,3348,3348
AIG Hospital,(NBEMS) GENERAL MEDICINE,AD,General,2764,4378
AIG Hospital,(NBEMS) NUCLEAR MEDICINE,AD,General,4001,4001
AIG Hospital,(NBEMS) Neuro Surgery (Direct 6 Years Course),AD,EWS,14280,14280
AIG Hospital,(NBEMS) Neuro Surgery (Direct 6 Years Course),AD,General,15775,15775
AIG Hospital,(NBEMS) ORTHOPAEDICS,AD,General,16759,21851
AIG Hospital,(NBEMS) Otorhinolaryngology (E.N.T.),AD,General,20952,20952
AIG Hospital,(NBEMS) RADIO- DIAGNOSIS,AD,General,2989,2989
AIG Hospital,(NBEMS) RADIO- DIAGNOSIS,AD,OBC,3042,3042
"AIG Hospital,Door No: 1- 66/AIG/2 to 5 Mindspace Road, Gachibowli,Hyderabad, Telangana, 500032",(NBEMS) Emergency Medicine,AD,General,11789,11789
"AIG Hospital,Door No: 1- 66/AIG/2 to 5 Mindspace Road, Gachibowli,Hyderabad, Telangana, 500032",(NBEMS) GENERAL MEDICINE,AD,EWS,4383,4383
"AIG Hospital,Door No: 1- 66/AIG/2 to 5 Mindspace Road, Gachibowli,Hyderabad, Telangana, 500032",(NBEMS) ORTHOPAEDICS,AD,OBC,23782,23782
"AIG Hospital,Door No: 1- 66/AIG/2 to 5 Mindspace Road, Gachibowli,Hyderabad, Telangana, 500032",(NBEMS) Otorhinolaryngology (E.N.T.),AD,General,22185,22185
"AIG Hospital,Door No: 1- 66/AIG/2 to 5 Mindspace Road, Gachibowli,Hyderabad, Telangana, 500032",(NBEMS) Respiratory Medicine,AD,General,12698,12698
"ALL IS WELL MULTI SPECIALITY HOSPITAL,Madhya Pradesh",(NBEMS-DIPLOMA) PAEDIATRICS,AD,General,21058,21058
"ALL IS WELL MULTI SPECIALITY HOSPITAL,Madhya Pradesh",(NBEMS-DIPLOMA) PAEDIATRICS,AD,OBC,29232,29232
"ALL IS WELL MULTI SPECIALITY HOSPITAL,Madhya Pradesh",(NBEMS-DIPLOMA) RADIO-DIAGNOSIS,AD,General,10809,11734
"ALL IS WELL MULTI SPECIALITY HOSPITAL,Madhya Pradesh,Near Macro Vision Academy, Mohammadpura, Burhanpur, Madhya Pradesh, 450331",(NBEMS-DIPLOMA) RADIO-DIAGNOSIS,AD,EWS,11324,11324
"ALL IS WELL MULTI SPECIALITY HOSPITAL,Madhya Pradesh,Near Macro Vision Academy, Mohammadpura, Burhanpur, Madhya Pradesh, 450331",(NBEMS-DIPLOMA) RADIO-DIAGNOSIS,AD,General,9962,9962
"AMAR HOSPITAL, Karnataka",(NBEMS-DIPLOMA) PAEDIATRICS,AD,General,21073,27857
"AMAR HOSPITAL, Karnataka,Amar Hospital, Julai Nagar, Gangavathi, Karnataka, 583227",(NBEMS-DIPLOMA) PAEDIATRICS,AD,General,28915,28915
"AMAR HOSPITAL, Karnataka,Amar Hospital, Julai Nagar, Gangavathi, Karnataka, 583227",(NBEMS-DIPLOMA) PAEDIATRICS,AD,OBC,29929,29929
"AMARA HOSPITAL, Andhra Pradesh",(NBEMS) ANAESTHESIOLOGY,AD,OBC,27366,27366
"AMARA HOSPITAL, Andhra Pradesh",(NBEMS) ORTHOPAEDICS,AD,General,22757,22757
"AMARA HOSPITAL, Andhra Pradesh,#1, GIRIDRUSYA, KARAKAMBADI, KADAPA - RENIGUNTA HWY, TIRUPATI, Andhra Pradesh, 517520",(NBEMS) ANAESTHESIOLOGY,AD,OBC,24991,24991
"AMARA HOSPITAL, Andhra Pradesh,#1, GIRIDRUSYA, KARAKAMBADI, KADAPA - RENIGUNTA HWY, TIRUPATI, Andhra Pradesh, 517520",(NBEMS) ORTHOPAEDICS,AD,OBC,26302,26302
"AMRI Hospitals, West Bengal",(NBEMS) ORTHOPAEDICS,AD,General,17779,17779
"AMRI Hospitals, West Bengal",(NBEMS) PAEDIATRICS,AD,General,9433,9433
"AMRI Hospitals, West Bengal,AMRI Hospitals Mukundapur 230 Barakhola Lane Behind Metro Cash and Carry on EM Bypass Kolkata, West Bengal, 700099",(NBEMS) ORTHOPAEDICS,AD,General,26407,26407
"AMRI Hospitals, West Bengal,AMRI Hospitals Mukundapur 230 Barakhola Lane Behind Metro Cash and Carry on EM Bypass Kolkata, West Bengal, 700099",(NBEMS) PAEDIATRICS,AD,General,12740,12740
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (ANAESTHESIOLOGY ),PS,General,42464,51820
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (ANAESTHESIOLOGY ),PS,OBC,36866,51681
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (ANAESTHESIOLOGY ),PS,SC,48329,48329
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (BIOCHEMISTRY),PS,OBC,109939,109939
"AMRITA SCHOOL OF MEDICINE,Kochi","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",NR,General,54603,54603
"AMRITA SCHOOL OF MEDICINE,Kochi","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",PS,General,12101,14945
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),PS,General,15058,29430
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),PS,OBC,24175,27461
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (GENERAL MEDICINE),NR,EWS,82577,82577
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (GENERAL MEDICINE),NR,General,68908,86869
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (GENERAL MEDICINE),PS,General,11654,15090
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (MICROBIOLOGY),PS,General,99112,99112
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),NR,OBC,84486,84486
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),PS,General,23496,23496
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),PS,OBC,14174,14174
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (PAEDIATRICS),NR,General,95742,96345
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (PAEDIATRICS),PS,General,22213,28250
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (PAEDIATRICS),PS,OBC,24113,28940
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (PALLIATIVE MEDICINE),PS,General,37608,54225
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (PATHOLOGY),PS,General,53794,79856
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (PATHOLOGY),PS,OBC,67353,67353
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (PHARMACOLOGY),PS,General,88550,88816
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (PHYSICAL MED. and REHABILITATION),PS,General,50509,51060
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,PS,General,64176,98726
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,PS,OBC,89963,89963
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (PSYCHIATRY),PS,General,25798,31029
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (RADIO- DIAGNOSIS),NR,General,19064,56380
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (RADIO- DIAGNOSIS),PS,General,8296,15561
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (Radiotherapy/ Radiation Oncology),PS,General,39609,43136
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (Radiotherapy/ Radiation Oncology),PS,OBC,41301,41301
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),PS,General,20140,22347
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. (Tuberculosis and Respiratory diseases)/Pulmonary Medicine /M.D. (Respiratory Medicine),PS,OBC,16191,16191
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. GERIATRICS,PS,General,41635,41635
"AMRITA SCHOOL OF MEDICINE,Kochi",M.D. IN NUCLEAR MEDICINE,PS,General,8656,9410
"AMRITA SCHOOL OF MEDICINE,Kochi",M.S. (E.N.T.),PS,General,28346,41002
"AMRITA SCHOOL OF MEDICINE,Kochi",M.S. (E.N.T.),PS,OBC,42973,42973
"AMRITA SCHOOL OF MEDICINE,Kochi",M.S. (GENERAL SURGERY),NR,OBC,92921,92921
"AMRITA SCHOOL OF MEDICINE,Kochi",M.S. (GENERAL SURGERY),PS,General,26985,30678
"AMRITA SCHOOL OF MEDICINE,Kochi",M.S. (OPHTHALMOLOGY),NR,OBC,93478,93478
"AMRITA SCHOOL OF MEDICINE,Kochi",M.S. (OPHTHALMOLOGY),PS,General,22230,32287
"AMRITA SCHOOL OF MEDICINE,Kochi",M.S. (ORTHOPAEDICS),NR,General,90461,102169
"AMRITA SCHOOL OF MEDICINE,Kochi",M.S. (ORTHOPAEDICS),PS,General,38105,38105
"AMRITA SCHOOL OF MEDICINE,Kochi",M.S. (ORTHOPAEDICS),PS,OBC,32024,37920
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.D. (ANAESTHESIOLOGY ),PS,General,39423,52032
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.D. (ANAESTHESIOLOGY ),PS,OBC,54495,54495
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.D. (BIOCHEMISTRY),PS,General,157202,157202
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.D. (BIOCHEMISTRY),PS,OBC,178568,178568
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.D. (FORENSIC MEDICINE),PS,General,86820,99299
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.D. (MICROBIOLOGY),PS,General,56970,56970
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),PS,General,31048,31048
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.D. (PALLIATIVE MEDICINE),PS,General,84838,84838
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.D. (PHYSIOLOGY),PS,General,172414,181605
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,PS,OBC,92085,92085
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.D. (PSYCHIATRY),PS,General,32765,32765
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.D. IN NUCLEAR MEDICINE,PS,General,32729,32729
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.S. (GENERAL SURGERY),PS,General,32249,37188
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.S. (GENERAL SURGERY),PS,OBC,27681,27681
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.S. (OPHTHALMOLOGY),NR,General,43389,43389
"AMRITA SCHOOL OF MEDICINE,Kochi,Amrita School of Medicine, Amrita Institute of Medical Sciences,AIMS Ponekkara P.O, Kochi, Kerala, 682041",M.S. (OPHTHALMOLOGY),PS,General,33270,33270
"ANDAMAN AND NICOBAR ISLANDS INSTITUTE OF MEDICAL SCIENCES, Andaman and Nicobar",(NBEMS) GENERAL MEDICINE,AD,EWS,11337,11337
"ANDAMAN AND NICOBAR ISLANDS INSTITUTE OF MEDICAL SCIENCES, Andaman and Nicobar,DHS Annexe Building, Atlanta Point, Port Blair, South Andaman, Andaman And Nicobar Islands, 744104",(NBEMS) GENERAL MEDICINE,AD,EWS,13086,13086
"ANDAMAN AND NICOBAR ISLANDS INSTITUTE OF MEDICAL SCIENCES, Andaman and Nicobar,DHS Annexe Building, Atlanta Point, Port Blair, South Andaman, Andaman And Nicobar Islands, 744104",(NBEMS) GENERAL SURGERY,AD,General,17522,17522
"ANDAMAN AND NICOBAR ISLANDS INSTITUTE OF MEDICAL SCIENCES, Andaman and Nicobar,DHS Annexe Building, Atlanta Point, Port Blair, South Andaman, Andaman And Nicobar Islands, 744104",(NBEMS) Obstetrics and Gynaecology,AD,General,14501,14501
"ANDAMAN AND NICOBAR ISLANDS INSTITUTE OF MEDICAL SCIENCES, Andaman and Nicobar,DHS Annexe Building, Atlanta Point, Port Blair, South Andaman, Andaman And Nicobar Islands, 744104",(NBEMS) PAEDIATRICS,AD,OBC,15007,15007
"ANKURA HOSPITAL FOR WOMEN AND CHILDREN(A UNIT OF ANKURA TIRUPATI HOSPITALS PVT LTD), Andhra Pradesh",(NBEMS) PAEDIATRICS,AD,General,12908,12908
"ANKURA HOSPITAL FOR WOMEN AND CHILDREN(A UNIT OF ANKURA TIRUPATI HOSPITALS PVT LTD), Andhra Pradesh,ANKURA HOSPITAL FOR WOMEN AND CHILDREN RENIGUNTA ROAD TIRUPATHI, Andhra Pradesh, 517501",(NBEMS) PAEDIATRICS,AD,OBC,13864,13864
"ANKURA MEDICAL AND RESEARCH CENTRE PVT.LTD., Telangana,Plot No. 1-18, Raghavendra Nagar, Peerzadiguda, Narapally, Uppal, Hyderabad, Telangana, 500039",(NBEMS) PAEDIATRICS,AD,OBC,13742,13742
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,General,3687,3687
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,M.D. (MICROBIOLOGY),AI,ST,121063,121063
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,OBC,9198,11244
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,M.D. (PHARMACOLOGY),AI,General,66034,78806
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,M.D. (PHYSIOLOGY),AI,OBC,80962,118154
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,M.D. (PHYSIOLOGY),AI,SC,112549,112549
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,M.S. (GENERAL SURGERY),AI,SC,32439,32439
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,M.S. (ORTHOPAEDICS),AI,EWS,13703,13703
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,M.S. (ORTHOPAEDICS),AI,General,8880,8880
ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,MD/MS (Anatomy),AI,OBC,88597,88597
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.D. (ANAESTHESIOLOGY ),AI,GNYes,169799,169799
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.D. (BIOCHEMISTRY),AI,EWS,166022,166022
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOGY)/(SK IN and VENEREAL DISEASES)/(VENERE OLOGY)",AI,OBC,6049,6049
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.D. (MICROBIOLOGY),AI,ST,145953,145953
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),AI,General,8809,9074
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.D. (PAEDIATRICS),AI,OBC,10304,10304
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.D. (PATHOLOGY),AI,General,41055,41055
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.D. (PHYSIOLOGY),AI,OBC,124382,124382
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.D. (PHYSIOLOGY),AI,SC,164772,164772
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.S. (E.N.T.),AI,General,17809,17809
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.S. (GENERAL SURGERY),AI,SC,39153,39153
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.S. (OPHTHALMOLOGY),AI,OBC,20984,20984
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.S. (OPHTHALMOLOGY),AI,SC,41758,41758
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",M.S. (ORTHOPAEDICS),AI,EWS,14083,14083
"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, Bihar, 823001",MD/MS (Anatomy),AI,OBC,121239,121239
"ANURADHA SUPERSPECIALITY EYE HOSPITAL LLP, Maharashtra",(NBEMS) OPHTHALMOLOGY,AD,General,11421,11421
"APL and ANR Area, Andhra Pradesh",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,AD,General,43088,43088
"APL and ANR Area, Andhra Pradesh",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,AD,OBC,39265,44994
"APL and ANR Area, Andhra Pradesh",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,OBC,39760,49437
"APL and ANR Area, Andhra Pradesh",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,SC,65232,65232
"APL and ANR Area, Andhra Pradesh",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,ST,120534,120534
"APL and ANR Area, Andhra Pradesh,Area Hospital, Gudiwada OPP Head Post office Road, Fire station road, Gudiwada, Andhra Pradesh, 521301",(NBEMS-DIPLOMA) ANAESTHESIOLOGY,AD,OBC,42258,42258
"APL and ANR Area, Andhra Pradesh,Area Hospital, Gudiwada OPP Head Post office Road, Fire station road, Gudiwada, Andhra Pradesh, 521301",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,OBC,46641,46641
"APL and ANR Area, Andhra Pradesh,Area Hospital, Gudiwada OPP Head Post office Road, Fire station road, Gudiwada, Andhra Pradesh, 521301",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,SC,84651,84651
"APL and ANR Area, Andhra Pradesh,Area Hospital, Gudiwada OPP Head Post office Road, Fire station road, Gudiwada, Andhra Pradesh, 521301",(NBEMS-DIPLOMA) FAMILY MEDICINE,AD,ST,142883,142883
"APOLLO PROTON CANCER CENTRE,Tamil Nadu,Apollo Proton Cancer Centre, 4, 661, Dr Vikram Sarabai Instronic Estate 7th St, Dr. Vasi Estate, Pha, Tamil Nadu, 600041",(NBEMS) RADIATION ONCOLOGY,AD,General,5362,19170
"APOLLO SPECIALITY HOSPITALS, NELLORE, Andhra Pradesh",(NBEMS) ANAESTHESIOLOGY,AD,OBC,24797,24797
"APOLLO SPECIALITY HOSPITALS, NELLORE, Andhra Pradesh,16-111 1133 Muthukur Rd Pinakini Avenue Ramji Nagar Nellore Andhra Pradesh 524004, Andhra Pradesh, 524004",(NBEMS) ANAESTHESIOLOGY,AD,OBC,29669,29669
"AREA HOSPITAL, Andhra Pradesh",(NBEMS-DIPLOMA) PAEDIATRICS,AD,General,28043,28043
"AREA HOSPITAL, Andhra Pradesh",(NBEMS-DIPLOMA) PAEDIATRICS,AD,SC,35344,51588
"AREA HOSPITAL, Andhra Pradesh,AREA HOSPITAL RAMACHANDRAPURAM MAIN ROAD,NEAR OLD BUS STAND, Andhra Pradesh, 533255",(NBEMS-DIPLOMA) PAEDIATRICS,AD,SC,44189,44189
"AROKYA HOSPITAL, SALEM, Tamil Nadu",(NBEMS) Obstetrics and Gynaecology,AD,General,15635,15635
"AROKYA HOSPITAL, SALEM, Tamil Nadu",(NBEMS) Obstetrics and Gynaecology,AD,OBC,13056,14168
"ARORA EYE HOSPITAL AND RETINA CENTRE,Punjab",(NBEMS) OPHTHALMOLOGY,AD,General,21524,21524
"ARORA EYE HOSPITAL AND RETINA CENTRE,Punjab,7A LAJPAT NAGAR JALANDHAR PUNJAB, Punjab, 144001",(NBEMS) OPHTHALMOLOGY,AD,General,24337,24337
"ASYM DISTRICT HOSPITAL,Jammu and Kashmir",(NBEMS) GENERAL MEDICINE,AD,SC,28398,33295
"ASYM DISTRICT HOSPITAL,Jammu and Kashmir,NEAR FIRE SERVICE STATION BUDGAM, Jammu And Kashmir, 191111",(NBEMS) GENERAL MEDICINE,AD,SC,37296,37296
"AUTONOMOUS STATE MEDICAL COLLEGE,",(NBEMS) GENERAL SURGERY,AD,General,12842,12842
